case index 9 = {
num freq, 4701
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
300, 0, 1, 1, 1.3019e-19, 0.882136, 1, 1, 1.50611e-22, 1e-35, 1, 2.68034e-22, 1, 1, 1, 1, 1, 1, 1, 0.990802, 0.890324, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
301, 0, 1, 1, 7.19587e-17, 0.896007, 1, 1, 3.06635e-22, 9.99999e-36, 1, 3.07233e-22, 1, 1, 1, 1, 1, 1, 1, 0.990532, 0.904568, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
302, 0, 1, 1, 2.17471e-15, 0.902842, 1, 1, 6.16429e-22, 9.99999e-36, 1, 3.50972e-22, 1, 1, 1, 1, 1, 1, 1, 0.98994, 0.912019, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
303, 0, 1, 1, 3.03322e-13, 0.910892, 1, 1, 1.22395e-21, 1e-35, 1, 4.00536e-22, 1, 1, 1, 1, 1, 1, 1, 0.989268, 0.920778, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
304, 0, 1, 1, 5.77931e-12, 0.915387, 1, 1, 2.40091e-21, 1e-35, 1, 4.56814e-22, 1, 1, 1, 1, 1, 1, 1, 0.988836, 0.925729, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
305, 0, 1, 1, 1.33918e-10, 0.921856, 1, 1, 4.65407e-21, 1e-35, 1, 5.20326e-22, 1, 1, 1, 1, 1, 1, 1, 0.988605, 0.932484, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
306, 0, 1, 1, 2.53385e-09, 0.924732, 1, 1, 8.91752e-21, 1e-35, 1, 5.91808e-22, 1, 1, 1, 1, 1, 1, 1, 0.988418, 0.93557, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
307, 0, 1, 1, 1.55156e-08, 0.92906, 1, 1, 1.68934e-20, 1e-35, 1, 6.72582e-22, 1, 1, 1, 1, 1, 1, 1, 0.988117, 0.940235, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
308, 0, 1, 1, 2.19308e-07, 0.933519, 1, 1, 3.16487e-20, 1e-35, 1, 7.64175e-22, 1, 1, 1, 1, 1, 1, 1, 0.987689, 0.945161, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
309, 0, 1, 1, 1.14438e-06, 0.93813, 1, 1, 5.86491e-20, 9.99999e-36, 1, 8.67706e-22, 1, 1, 1, 1, 1, 1, 1, 0.987094, 0.9504, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
310, 0, 1, 1, 5.12009e-06, 0.942508, 1, 1, 1.07531e-19, 1e-35, 1, 9.84051e-22, 1, 1, 1, 1, 1, 1, 1, 0.986561, 0.955352, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
311, 0, 1, 1, 2.84479e-05, 0.947605, 1, 1, 1.95106e-19, 1e-35, 1, 1.11457e-21, 1, 1, 1, 1, 1, 1, 1, 0.986065, 0.961, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
312, 0, 1, 1, 8.60113e-05, 0.95281, 1, 1, 3.504e-19, 1e-35, 1, 1.26156e-21, 1, 1, 1, 1, 1, 1, 1, 0.985724, 0.96661, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
313, 0, 1, 1, 0.000333055, 0.956843, 1, 1, 6.23026e-19, 1e-35, 1, 1.42767e-21, 1, 1, 1, 1, 1, 1, 1, 0.985397, 0.971023, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
314, 0, 1, 1, 0.000824314, 0.960774, 1, 1, 1.09696e-18, 9.99999e-36, 1, 1.6148e-21, 1, 1, 1, 1, 1, 1, 1, 0.985058, 0.97535, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
315, 0, 1, 1, 0.00210367, 0.963457, 1, 1, 1.91292e-18, 1e-35, 1, 1.82441e-21, 1, 1, 1, 1, 1, 1, 1, 0.984595, 0.978533, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
316, 0, 1, 1, 0.00408095, 0.965735, 1, 1, 3.3046e-18, 1e-35, 1, 2.05861e-21, 1, 1, 1, 1, 1, 1, 1, 0.98404, 0.981398, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
317, 0, 1, 1, 0.00925956, 0.967494, 1, 1, 5.65636e-18, 1e-35, 1, 2.32126e-21, 1, 1, 1, 1, 1, 1, 1, 0.983386, 0.98384, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
318, 0, 1, 1, 0.0173875, 0.969834, 1, 1, 9.5947e-18, 1e-35, 1, 2.61689e-21, 1, 1, 1, 1, 1, 1, 1, 0.982779, 0.986828, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
319, 0, 1, 1, 0.0315804, 0.972129, 1, 1, 1.61318e-17, 1e-35, 1, 2.94887e-21, 1, 1, 1, 1, 1, 1, 1, 0.982338, 0.989609, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
