case index 5 = {
num freq, 4701
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
300, 4.1536e-05, 1, 1, 0.00497423, 0.996055, 1, 1, 0.151659, 0.0539872, 1, 0.470519, 1, 1, 1, 1, 1, 1, 1, 0.999032, 0.99702, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
301, 8.28755e-05, 1, 1, 0.00963064, 0.996431, 1, 1, 0.155791, 0.0542903, 1, 0.471513, 1, 1, 1, 1, 1, 1, 1, 0.999002, 0.997426, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
302, 0.000152629, 1, 1, 0.0172124, 0.996581, 1, 1, 0.159959, 0.0546187, 1, 0.472475, 1, 1, 1, 1, 1, 1, 1, 0.998939, 0.997639, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
303, 0.000260443, 1, 1, 0.0285162, 0.996759, 1, 1, 0.164159, 0.0549564, 1, 0.473427, 1, 1, 1, 1, 1, 1, 1, 0.998869, 0.997887, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
304, 0.000419834, 1, 1, 0.0445978, 0.996851, 1, 1, 0.168392, 0.0552957, 1, 0.474377, 1, 1, 1, 1, 1, 1, 1, 0.998824, 0.998026, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
305, 0.000638406, 1, 1, 0.0658856, 0.997015, 1, 1, 0.172656, 0.0556353, 1, 0.475321, 1, 1, 1, 1, 1, 1, 1, 0.998799, 0.998214, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
306, 0.000929818, 1, 1, 0.0931596, 0.997079, 1, 1, 0.176949, 0.0559748, 1, 0.476255, 1, 1, 1, 1, 1, 1, 1, 0.998779, 0.998298, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
307, 0.00129251, 1, 1, 0.12586, 0.997177, 1, 1, 0.18127, 0.0563152, 1, 0.477184, 1, 1, 1, 1, 1, 1, 1, 0.998747, 0.998428, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
308, 0.00173008, 1, 1, 0.16369, 0.997265, 1, 1, 0.185617, 0.0566571, 1, 0.478113, 1, 1, 1, 1, 1, 1, 1, 0.998701, 0.998562, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
309, 0.00224094, 1, 1, 0.206088, 0.997345, 1, 1, 0.18999, 0.0569998, 1, 0.47904, 1, 1, 1, 1, 1, 1, 1, 0.998638, 0.998704, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
310, 0.00281649, 1, 1, 0.251901, 0.997421, 1, 1, 0.194386, 0.0573418, 1, 0.47996, 1, 1, 1, 1, 1, 1, 1, 0.998582, 0.998838, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
311, 0.00345773, 1, 1, 0.300747, 0.997519, 1, 1, 0.198804, 0.0576828, 1, 0.480872, 1, 1, 1, 1, 1, 1, 1, 0.998529, 0.998989, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
312, 0.00414088, 1, 1, 0.350448, 0.997631, 1, 1, 0.203244, 0.0580239, 1, 0.48178, 1, 1, 1, 1, 1, 1, 1, 0.998493, 0.999137, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
313, 0.00489783, 1, 1, 0.403377, 0.997712, 1, 1, 0.207703, 0.0583665, 1, 0.482688, 1, 1, 1, 1, 1, 1, 1, 0.998457, 0.999252, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
314, 0.00564959, 1, 1, 0.453085, 0.997789, 1, 1, 0.212182, 0.05871, 1, 0.483595, 1, 1, 1, 1, 1, 1, 1, 0.998422, 0.999366, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
315, 0.00645433, 1, 1, 0.504089, 0.997822, 1, 1, 0.216677, 0.0590529, 1, 0.484495, 1, 1, 1, 1, 1, 1, 1, 0.998373, 0.999449, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
316, 0.00720718, 1, 1, 0.548587, 0.997838, 1, 1, 0.221188, 0.0593945, 1, 0.485388, 1, 1, 1, 1, 1, 1, 1, 0.998314, 0.999524, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
317, 0.00801147, 1, 1, 0.594168, 0.997831, 1, 1, 0.225713, 0.0597361, 1, 0.486276, 1, 1, 1, 1, 1, 1, 1, 0.998244, 0.999587, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
