case index 4 = {
num freq, 4701
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
300, 0.000200571, 1, 1, 0.0111669, 0.996685, 1, 1, 0.205201, 0.086331, 1, 0.531178, 1, 1, 1, 1, 1, 1, 1, 0.999185, 0.997498, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
301, 0.000361478, 1, 1, 0.0196183, 0.997001, 1, 1, 0.209887, 0.0867374, 1, 0.53212, 1, 1, 1, 1, 1, 1, 1, 0.99916, 0.997839, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
302, 0.000607929, 1, 1, 0.0321644, 0.997127, 1, 1, 0.214591, 0.0871774, 1, 0.53303, 1, 1, 1, 1, 1, 1, 1, 0.999107, 0.998018, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
303, 0.00095819, 1, 1, 0.0494404, 0.997277, 1, 1, 0.219314, 0.0876297, 1, 0.533931, 1, 1, 1, 1, 1, 1, 1, 0.999049, 0.998226, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
304, 0.00143559, 1, 1, 0.072205, 0.997354, 1, 1, 0.224053, 0.0880834, 1, 0.534831, 1, 1, 1, 1, 1, 1, 1, 0.99901, 0.998342, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
305, 0.00205003, 1, 1, 0.100607, 0.997492, 1, 1, 0.228807, 0.0885372, 1, 0.535723, 1, 1, 1, 1, 1, 1, 1, 0.99899, 0.998501, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
306, 0.00281711, 1, 1, 0.134844, 0.997545, 1, 1, 0.233575, 0.0889904, 1, 0.536606, 1, 1, 1, 1, 1, 1, 1, 0.998972, 0.998571, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
307, 0.00372482, 1, 1, 0.174034, 0.997627, 1, 1, 0.238355, 0.0894442, 1, 0.537485, 1, 1, 1, 1, 1, 1, 1, 0.998946, 0.99868, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
308, 0.004766, 1, 1, 0.21734, 0.997702, 1, 1, 0.243146, 0.0898996, 1, 0.538363, 1, 1, 1, 1, 1, 1, 1, 0.998908, 0.998793, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
309, 0.00593071, 1, 1, 0.264051, 0.997768, 1, 1, 0.247946, 0.0903558, 1, 0.539239, 1, 1, 1, 1, 1, 1, 1, 0.998855, 0.998913, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
310, 0.00719496, 1, 1, 0.312882, 0.997832, 1, 1, 0.252755, 0.0908106, 1, 0.540107, 1, 1, 1, 1, 1, 1, 1, 0.998806, 0.999024, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
311, 0.00855433, 1, 1, 0.363367, 0.997914, 1, 1, 0.257571, 0.0912635, 1, 0.540969, 1, 1, 1, 1, 1, 1, 1, 0.998763, 0.999151, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
312, 0.00995991, 1, 1, 0.413423, 0.998008, 1, 1, 0.262393, 0.0917162, 1, 0.541826, 1, 1, 1, 1, 1, 1, 1, 0.998732, 0.999276, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
313, 0.0114729, 1, 1, 0.465439, 0.998076, 1, 1, 0.267219, 0.0921704, 1, 0.542682, 1, 1, 1, 1, 1, 1, 1, 0.998702, 0.999372, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
314, 0.0129418, 1, 1, 0.513394, 0.998142, 1, 1, 0.272048, 0.0926255, 1, 0.543538, 1, 1, 1, 1, 1, 1, 1, 0.998673, 0.999468, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
315, 0.0144774, 1, 1, 0.561652, 0.998169, 1, 1, 0.27688, 0.0930792, 1, 0.544387, 1, 1, 1, 1, 1, 1, 1, 0.998631, 0.999538, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
316, 0.0158905, 1, 1, 0.603243, 0.998182, 1, 1, 0.281712, 0.093531, 1, 0.545228, 1, 1, 1, 1, 1, 1, 1, 0.998581, 0.999599, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
317, 0.0173684, 1, 1, 0.645126, 0.998176, 1, 1, 0.286544, 0.0939821, 1, 0.546066, 1, 1, 1, 1, 1, 1, 1, 0.998523, 0.999653, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
318, 0.0188235, 1, 1, 0.684398, 0.998186, 1, 1, 0.291375, 0.0944346, 1, 0.546902, 1, 1, 1, 1, 1, 1, 1, 0.998468, 0.999717, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
319, 0.0203377, 1, 1, 0.724047, 0.998207, 1, 1, 0.296204, 0.0948884, 1, 0.547738, 1, 1, 1, 1, 1, 1, 1, 0.998429, 0.999778, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
320, 0.0217547, 1, 1, 0.758519, 0.998222, 1, 1, 0.301029, 0.0953414, 1, 0.548568, 1, 1, 1, 1, 1, 1, 1, 0.998398, 0.999823, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
