case index 6 = {
num freq, 4701
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
300, 2.65478e-06, 1, 1, 0.00123315, 0.994941, 1, 1, 0.0888301, 0.0234746, 1, 0.379437, 1, 1, 1, 1, 1, 1, 1, 0.998761, 0.996174, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
301, 6.30164e-06, 1, 1, 0.00281755, 0.995424, 1, 1, 0.0919487, 0.0236442, 1, 0.380468, 1, 1, 1, 1, 1, 1, 1, 0.998724, 0.996695, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
302, 1.35515e-05, 1, 1, 0.00583404, 0.995617, 1, 1, 0.0951174, 0.0238282, 1, 0.381466, 1, 1, 1, 1, 1, 1, 1, 0.998644, 0.996968, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
303, 2.64787e-05, 1, 1, 0.0109821, 0.995846, 1, 1, 0.0983355, 0.0240177, 1, 0.382454, 1, 1, 1, 1, 1, 1, 1, 0.998553, 0.997287, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
304, 4.84542e-05, 1, 1, 0.0193364, 0.995963, 1, 1, 0.101602, 0.0242084, 1, 0.383441, 1, 1, 1, 1, 1, 1, 1, 0.998496, 0.997465, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
305, 8.20028e-05, 1, 1, 0.03156, 0.996173, 1, 1, 0.104916, 0.0243997, 1, 0.384422, 1, 1, 1, 1, 1, 1, 1, 0.998465, 0.997706, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
306, 0.000132153, 1, 1, 0.0489711, 0.996258, 1, 1, 0.108275, 0.0245913, 1, 0.385393, 1, 1, 1, 1, 1, 1, 1, 0.998439, 0.997815, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
307, 0.000200167, 1, 1, 0.0715569, 0.996382, 1, 1, 0.111681, 0.0247836, 1, 0.38636, 1, 1, 1, 1, 1, 1, 1, 0.998398, 0.997981, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
308, 0.000289736, 1, 1, 0.0998487, 0.996496, 1, 1, 0.11513, 0.0249772, 1, 0.387327, 1, 1, 1, 1, 1, 1, 1, 0.99834, 0.998153, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
