case index 11 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.278959, 0.954398, 0.329877, 1, 0.999975, 1, 0.999029, 0.999459, 0.881522, 1, 0.945227, 0.329934, 1, 0.999993, 0.999839, 1, 0.999975, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.226828, 0.930628, 0.276416, 1, 0.99998, 1, 0.999077, 0.99946, 0.881578, 1, 0.945245, 0.276457, 1, 0.999996, 0.999856, 1, 0.99998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.1995, 0.907563, 0.250816, 1, 0.999987, 1, 0.999122, 0.999461, 0.881633, 1, 0.945262, 0.250847, 1, 0.999995, 0.999878, 1, 0.999987, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.181691, 0.907088, 0.229029, 1, 0.999984, 1, 0.999165, 0.999462, 0.881687, 1, 0.945279, 0.229054, 1, 0.999993, 0.999895, 1, 0.999984, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.18481, 0.91314, 0.230476, 1, 0.999973, 1, 0.999204, 0.999463, 0.881742, 1, 0.945296, 0.230498, 1, 0.999988, 0.999912, 1, 0.999973, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.214965, 0.923464, 0.263305, 1, 0.999979, 1, 0.999239, 0.999465, 0.881797, 1, 0.945312, 0.263326, 1, 0.999982, 0.999931, 1, 0.999979, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.278145, 0.950172, 0.329821, 1, 0.999988, 1, 0.999273, 0.999466, 0.881851, 1, 0.945329, 0.32985, 1, 0.999978, 0.999937, 1, 0.999988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.35346, 0.974199, 0.409587, 1, 0.999989, 1, 0.999306, 0.999467, 0.881906, 1, 0.945346, 0.409646, 1, 0.999982, 0.999897, 1, 0.999989, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.396542, 0.989857, 0.453979, 0.999999, 0.999983, 1, 0.999336, 0.999468, 0.88196, 1, 0.945363, 0.454072, 1, 0.999989, 0.99983, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
