case index 15 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.186657, 0.936387, 0.239406, 1, 0.999962, 1, 0.998514, 0.999172, 0.82434, 1, 0.917329, 0.23947, 1, 0.999989, 0.999754, 1, 0.999962, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.139514, 0.905144, 0.186664, 1, 0.99997, 1, 0.998587, 0.999174, 0.82442, 1, 0.917356, 0.186707, 1, 0.999993, 0.99978, 1, 0.99997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.114137, 0.876158, 0.159954, 1, 0.99998, 1, 0.998656, 0.999176, 0.824499, 1, 0.917381, 0.159985, 1, 0.999993, 0.999814, 1, 0.99998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.0999529, 0.875051, 0.140908, 1, 0.999975, 1, 0.998722, 0.999177, 0.824577, 1, 0.917406, 0.140932, 1, 0.99999, 0.99984, 1, 0.999975, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.101424, 0.880338, 0.141085, 1, 0.999959, 1, 0.998781, 0.999179, 0.824655, 1, 0.917431, 0.141106, 1, 0.999981, 0.999865, 1, 0.999959, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.125137, 0.892471, 0.169294, 1, 0.999968, 1, 0.998835, 0.999181, 0.824734, 1, 0.917456, 0.169314, 1, 0.999973, 0.999894, 1, 0.999968, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.178014, 0.929219, 0.229409, 1, 0.999981, 1, 0.998887, 0.999182, 0.824812, 1, 0.917481, 0.229441, 1, 0.999967, 0.999904, 1, 0.999981, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.244839, 0.963618, 0.305525, 1, 0.999983, 1, 0.998937, 0.999184, 0.82489, 1, 0.917506, 0.305596, 1, 0.999973, 0.999842, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.284675, 0.9855, 0.349778, 0.999999, 0.999973, 1, 0.998983, 0.999186, 0.824968, 1, 0.917531, 0.349892, 1, 0.999984, 0.99974, 1, 0.999973, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
