case index 14 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.223254, 0.944373, 0.275899, 1, 0.999968, 1, 0.998752, 0.999305, 0.850352, 1, 0.930149, 0.275961, 1, 0.999991, 0.999793, 1, 0.999968, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.173458, 0.916347, 0.222404, 1, 0.999975, 1, 0.998814, 0.999306, 0.850422, 1, 0.930171, 0.222447, 1, 0.999994, 0.999815, 1, 0.999975, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.146789, 0.889852, 0.195749, 1, 0.999983, 1, 0.998872, 0.999308, 0.850489, 1, 0.930193, 0.195781, 1, 0.999994, 0.999844, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.130906, 0.889091, 0.175314, 1, 0.999979, 1, 0.998927, 0.999309, 0.850557, 1, 0.930214, 0.175338, 1, 0.999991, 0.999865, 1, 0.999979, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.133029, 0.894891, 0.175985, 1, 0.999966, 1, 0.998977, 0.99931, 0.850625, 1, 0.930235, 0.176007, 1, 0.999984, 0.999887, 1, 0.999966, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.159745, 0.906302, 0.206498, 1, 0.999973, 1, 0.999022, 0.999312, 0.850693, 1, 0.930256, 0.206519, 1, 0.999977, 0.999911, 1, 0.999973, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.217551, 0.938599, 0.269891, 1, 0.999984, 1, 0.999066, 0.999313, 0.850761, 1, 0.930278, 0.269922, 1, 0.999972, 0.999919, 1, 0.999984, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.288692, 0.968344, 0.348189, 1, 0.999985, 1, 0.999108, 0.999315, 0.850828, 1, 0.930299, 0.348255, 1, 0.999977, 0.999867, 1, 0.999985, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.330355, 0.987461, 0.392858, 0.999999, 0.999978, 1, 0.999147, 0.999316, 0.850895, 1, 0.930321, 0.392964, 1, 0.999986, 0.999782, 1, 0.999978, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
