case index 10 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.282445, 0.954959, 0.333205, 1, 0.999976, 1, 0.999044, 0.999467, 0.883212, 1, 0.946037, 0.333261, 1, 0.999993, 0.999842, 1, 0.999976, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.230224, 0.931435, 0.279782, 1, 0.999981, 1, 0.999091, 0.999468, 0.883267, 1, 0.946054, 0.279823, 1, 0.999996, 0.999858, 1, 0.999981, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.202899, 0.908573, 0.254277, 1, 0.999987, 1, 0.999136, 0.999469, 0.883321, 1, 0.94607, 0.254309, 1, 0.999995, 0.99988, 1, 0.999987, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.184993, 0.90811, 0.232432, 1, 0.999984, 1, 0.999178, 0.999471, 0.883375, 1, 0.946087, 0.232457, 1, 0.999993, 0.999897, 1, 0.999984, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.188174, 0.914163, 0.233928, 1, 0.999974, 1, 0.999216, 0.999471, 0.883429, 1, 0.946104, 0.23395, 1, 0.999988, 0.999913, 1, 0.999974, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.218501, 0.924418, 0.26686, 1, 0.99998, 1, 0.999251, 0.999473, 0.883483, 1, 0.94612, 0.266881, 1, 0.999982, 0.999932, 1, 0.99998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.281942, 0.950812, 0.33351, 1, 0.999988, 1, 0.999284, 0.999474, 0.883537, 1, 0.946137, 0.333539, 1, 0.999979, 0.999938, 1, 0.999988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.357438, 0.974523, 0.413308, 1, 0.999989, 1, 0.999317, 0.999475, 0.883591, 1, 0.946154, 0.413366, 1, 0.999982, 0.999898, 1, 0.999989, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.400563, 0.989988, 0.457653, 0.999999, 0.999983, 1, 0.999346, 0.999476, 0.883644, 1, 0.94617, 0.457745, 1, 0.99999, 0.999833, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2010, 0.37036, 0.995778, 0.421376, 0.999999, 0.999987, 1, 0.999374, 0.999477, 0.883698, 1, 0.946187, 0.421464, 1, 0.999995, 0.99982, 1, 0.999987, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2011, 0.323059, 0.994537, 0.368196, 0.999999, 0.999991, 1, 0.999401, 0.999478, 0.883751, 1, 0.946204, 0.368252, 1, 0.999997, 0.99987, 1, 0.999991, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2012, 0.292591, 0.985531, 0.337712, 0.999998, 0.999989, 1, 0.999427, 0.999479, 0.883804, 1, 0.946221, 0.33774, 1, 0.999993, 0.999931, 1, 0.999989, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2013, 0.293502, 0.971111, 0.344774, 0.999997, 0.999983, 1, 0.999451, 0.99948, 0.883857, 1, 0.946238, 0.344794, 1, 0.999988, 0.999957, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2014, 0.309108, 0.963245, 0.365026, 0.999997, 0.999986, 1, 0.999474, 0.999481, 0.88391, 1, 0.946255, 0.365045, 1, 0.999987, 0.999965, 1, 0.999986, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2015, 0.3212, 0.956625, 0.382044, 0.999996, 0.999992, 1, 0.999496, 0.999482, 0.883963, 1, 0.946272, 0.382063, 1, 0.999985, 0.99997, 1, 0.999992, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2016, 0.334529, 0.951858, 0.401683, 0.999996, 0.999992, 1, 0.999518, 0.999483, 0.884016, 1, 0.946289, 0.401704, 1, 0.999981, 0.999974, 1, 0.999992, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2017, 0.350625, 0.94215, 0.426055, 0.999996, 0.999986, 1, 0.999537, 0.999484, 0.884069, 1, 0.946306, 0.426076, 1, 0.999981, 0.999977, 1, 0.999986, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2018, 0.381177, 0.949468, 0.4559, 0.999995, 0.999986, 1, 0.999555, 0.999485, 0.884122, 1, 0.946323, 0.455917, 1, 0.999987, 0.99998, 1, 0.999986, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019, 0.423597, 0.961585, 0.499914, 0.999995, 0.99999, 1, 0.999572, 0.999486, 0.884175, 1, 0.946339, 0.499927, 1, 0.999994, 0.999981, 1, 0.99999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2020, 0.466873, 0.96832, 0.549063, 0.999994, 0.999991, 1, 0.999588, 0.999487, 0.884228, 1, 0.946356, 0.549076, 1, 0.999997, 0.999981, 1, 0.999991, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2021, 0.510097, 0.973554, 0.597233, 0.999995, 0.99999, 1, 0.999603, 0.999488, 0.884281, 1, 0.946373, 0.597249, 1, 0.999996, 0.999979, 1, 0.99999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2022, 0.554642, 0.979221, 0.644081, 0.999996, 0.999992, 1, 0.999616, 0.999489, 0.884334, 1, 0.946389, 0.644098, 1, 0.999992, 0.999981, 1, 0.999992, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2023, 0.599773, 0.980628, 0.694555, 0.999997, 0.999995, 1, 0.999628, 0.99949, 0.884387, 1, 0.946406, 0.694573, 1, 0.999993, 0.999982, 1, 0.999995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2024, 0.642893, 0.981617, 0.742667, 0.999997, 0.999995, 1, 0.999641, 0.999491, 0.88444, 1, 0.946422, 0.742688, 1, 0.999994, 0.999979, 1, 0.999995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2025, 0.688499, 0.98663, 0.790132, 0.999997, 0.999994, 1, 0.999652, 0.999492, 0.884493, 1, 0.946439, 0.79016, 1, 0.999994, 0.999971, 1, 0.999994, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2026, 0.73026, 0.990284, 0.834714, 0.999996, 0.999994, 1, 0.999664, 0.999493, 0.884547, 1, 0.946455, 0.83475, 1, 0.999995, 0.999962, 1, 0.999994, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2027, 0.751474, 0.980569, 0.868124, 0.999987, 0.999996, 1, 0.999675, 0.999494, 0.8846, 1, 0.946472, 0.868172, 1, 0.999996, 0.99995, 1, 0.999996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2028, 0.766443, 0.967793, 0.897246, 0.999906, 0.999997, 1, 0.999686, 0.999495, 0.884652, 1, 0.946488, 0.897308, 1, 0.999996, 0.999936, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2029, 0.787344, 0.96817, 0.920792, 0.999754, 0.999996, 1, 0.999697, 0.999496, 0.884705, 1, 0.946505, 0.920871, 1, 0.999995, 0.99992, 1, 0.999996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2030, 0.813021, 0.979435, 0.9394, 0.999638, 0.999996, 1, 0.999707, 0.999497, 0.884757, 1, 0.946521, 0.93949, 1, 0.999995, 0.99991, 1, 0.999996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2031, 0.827606, 0.988167, 0.947594, 0.999683, 0.999997, 1, 0.999717, 0.999498, 0.884809, 1, 0.946538, 0.947687, 1, 0.999996, 0.999905, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2032, 0.830853, 0.987349, 0.951855, 0.99981, 0.999998, 1, 0.999727, 0.999499, 0.884861, 1, 0.946554, 0.951948, 1, 0.999998, 0.999905, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2033, 0.830857, 0.984659, 0.95427, 0.99989, 0.999997, 1, 0.999736, 0.9995, 0.884913, 1, 0.946571, 0.954354, 1, 0.999997, 0.999915, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2034, 0.833993, 0.987429, 0.955114, 0.999903, 0.999997, 1, 0.999744, 0.999501, 0.884965, 1, 0.946587, 0.955182, 1, 0.999996, 0.999933, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2035, 0.839465, 0.993723, 0.955294, 0.999894, 0.999998, 1, 0.999753, 0.999502, 0.885017, 1, 0.946604, 0.955342, 1, 0.999995, 0.999954, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2036, 0.843299, 0.998408, 0.955146, 0.999879, 0.999998, 1, 0.999761, 0.999503, 0.885069, 1, 0.946621, 0.955181, 1, 0.999997, 0.999967, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2037, 0.840825, 0.996244, 0.954368, 0.999835, 0.999998, 1, 0.999769, 0.999504, 0.885121, 1, 0.946637, 0.954404, 1, 0.999997, 0.999965, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2038, 0.834949, 0.991344, 0.952311, 0.999771, 0.999998, 1, 0.999776, 0.999505, 0.885173, 1, 0.946654, 0.952359, 1, 0.999998, 0.999952, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2039, 0.824876, 0.984698, 0.947007, 0.999738, 0.999998, 1, 0.999783, 0.999506, 0.885225, 1, 0.94667, 0.947068, 1, 0.999998, 0.999938, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2040, 0.812629, 0.980167, 0.937186, 0.999769, 0.999999, 1, 0.999789, 0.999507, 0.885277, 1, 0.946687, 0.937255, 1, 0.999998, 0.999929, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2041, 0.811072, 0.985385, 0.930452, 0.999828, 0.999999, 1, 0.999795, 0.999508, 0.885329, 1, 0.946703, 0.930521, 1, 0.999998, 0.999928, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2042, 0.812624, 0.990152, 0.927773, 0.999865, 0.999998, 1, 0.9998, 0.999509, 0.885381, 1, 0.94672, 0.92784, 1, 0.999998, 0.999929, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2043, 0.816962, 0.990147, 0.932756, 0.999872, 0.999999, 1, 0.999805, 0.99951, 0.885433, 1, 0.946737, 0.932823, 1, 0.999998, 0.999931, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2044, 0.818199, 0.986772, 0.937306, 0.999873, 0.999999, 1, 0.99981, 0.999511, 0.885485, 1, 0.946753, 0.937369, 1, 0.999998, 0.999934, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2045, 0.823128, 0.989716, 0.94001, 0.999877, 0.999999, 1, 0.999814, 0.999512, 0.885537, 1, 0.94677, 0.940065, 1, 0.999998, 0.999944, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2046, 0.817009, 0.995318, 0.927721, 0.999883, 0.999999, 1, 0.999817, 0.999513, 0.885589, 1, 0.946786, 0.927765, 1, 0.999998, 0.999955, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2047, 0.787833, 0.998808, 0.891344, 0.999889, 0.999999, 1, 0.99982, 0.999514, 0.885641, 1, 0.946803, 0.891378, 1, 0.999997, 0.999966, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2048, 0.74227, 0.99904, 0.839458, 0.999897, 0.999999, 1, 0.999823, 0.999514, 0.885693, 1, 0.946819, 0.839485, 1, 0.999996, 0.999973, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2049, 0.69292, 0.996621, 0.785258, 0.999905, 0.999999, 1, 0.999826, 0.999515, 0.885745, 1, 0.946836, 0.785276, 1, 0.999998, 0.999979, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
