case index 19 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 1.07193e-11, 0.45337, 1.1329e-05, 0.999998, 0.998633, 1, 0.9294, 0.978129, 3.29499e-06, 1, 0.00459337, 1.14567e-05, 1, 0.99969, 0.993336, 1, 0.998633, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 3.64642e-13, 0.325381, 1.79634e-07, 0.999999, 0.998906, 1, 0.932724, 0.978172, 3.3161e-06, 1, 0.00460189, 1.80821e-07, 1, 0.999795, 0.99403, 1, 0.998906, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 1.67706e-15, 0.21985, 7.94412e-10, 1, 0.999253, 1, 0.93591, 0.978215, 3.33678e-06, 1, 0.0046101, 8.00347e-10, 1, 0.999791, 0.994956, 1, 0.999253, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 1.29368e-20, 0.174494, 2.21259e-13, 1, 0.999063, 1, 0.938905, 0.978258, 3.35756e-06, 1, 0.00461832, 2.22519e-13, 1, 0.999706, 0.995689, 1, 0.999063, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 1.96011e-17, 0.14371, 2.31834e-11, 1, 0.998504, 1, 0.941622, 0.978301, 3.37847e-06, 1, 0.00462655, 2.32746e-11, 1, 0.999483, 0.996401, 1, 0.998504, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 9.95694e-14, 0.185892, 3.49135e-08, 1, 0.998821, 1, 0.944147, 0.978344, 3.39951e-06, 1, 0.0046348, 3.50034e-08, 1, 0.999252, 0.997178, 1, 0.998821, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 1.48048e-11, 0.358128, 5.47892e-06, 0.999999, 0.99929, 1, 0.946568, 0.978387, 3.42066e-06, 1, 0.00464306, 5.55514e-06, 1, 0.999102, 0.997476, 1, 0.99929, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 6.50664e-11, 0.568065, 2.3776e-05, 0.999997, 0.999336, 1, 0.948879, 0.978429, 3.44191e-06, 1, 0.00465135, 2.41358e-05, 1, 0.999262, 0.995976, 1, 0.999336, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 1.13294e-10, 0.713059, 4.12687e-05, 0.999992, 0.999002, 1, 0.951025, 0.978472, 3.46321e-06, 1, 0.00465967, 4.1909e-05, 1, 0.99956, 0.993463, 1, 0.999002, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2010, 8.57804e-11, 0.782047, 3.11431e-05, 0.999985, 0.999221, 1, 0.953058, 0.978514, 3.48456e-06, 1, 0.00466803, 3.16343e-05, 1, 0.999804, 0.992924, 1, 0.999221, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2011, 3.56006e-11, 0.783321, 1.28728e-05, 0.999977, 0.999481, 1, 0.955024, 0.978557, 3.50597e-06, 1, 0.00467641, 1.30805e-05, 1, 0.999862, 0.9948, 1, 0.999481, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2012, 2.2113e-14, 0.691394, 9.85227e-09, 0.999971, 0.999375, 1, 0.956912, 0.978599, 3.52747e-06, 1, 0.00468483, 9.94921e-09, 1, 0.999667, 0.997162, 1, 0.999375, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2013, 8.39423e-17, 0.530295, 4.23034e-11, 0.99996, 0.999021, 1, 0.958681, 0.978641, 3.54908e-06, 1, 0.00469326, 4.23841e-11, 1, 0.999485, 0.998222, 1, 0.999021, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2014, 1.98521e-16, 0.395844, 1.69074e-10, 0.999954, 0.999202, 1, 0.960365, 0.978683, 3.57083e-06, 1, 0.00470171, 1.69505e-10, 1, 0.999445, 0.998573, 1, 0.999202, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2015, 4.29835e-16, 0.30997, 1.29671e-09, 0.999945, 0.999527, 1, 0.961994, 0.978725, 3.59272e-06, 1, 0.00471017, 1.30055e-09, 1, 0.999357, 0.998748, 1, 0.999527, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2016, 1.75681e-14, 0.270959, 1.47545e-08, 0.999938, 0.999508, 1, 0.963543, 0.978767, 3.61473e-06, 1, 0.00471864, 1.47853e-08, 1, 0.999172, 0.998875, 1, 0.999508, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2017, 2.43502e-13, 0.251817, 2.01594e-07, 0.999935, 0.999201, 1, 0.964969, 0.978808, 3.63689e-06, 1, 0.00472712, 2.01876e-07, 1, 0.999173, 0.998984, 1, 0.999201, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2018, 2.77506e-12, 0.31197, 2.68621e-06, 0.999925, 0.999192, 1, 0.966302, 0.97885, 3.65918e-06, 1, 0.00473557, 2.68835e-06, 1, 0.999442, 0.999097, 1, 0.999192, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019, 1.87893e-11, 0.386805, 2.78959e-05, 0.999918, 0.999392, 1, 0.967577, 0.978891, 3.68162e-06, 1, 0.00474399, 2.79301e-05, 1, 0.999743, 0.999142, 1, 0.999392, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2020, 2.83206e-10, 0.446033, 0.000164253, 0.999911, 0.999456, 1, 0.968777, 0.978933, 3.70421e-06, 1, 0.00475238, 0.000164523, 1, 0.999847, 0.999105, 1, 0.999456, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2021, 2.02989e-09, 0.534353, 0.000834012, 0.999925, 0.999352, 1, 0.969853, 0.978974, 3.72693e-06, 1, 0.00476077, 0.000835135, 1, 0.999783, 0.99901, 1, 0.999352, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2022, 5.94869e-09, 0.617678, 0.00308949, 0.999941, 0.999463, 1, 0.970832, 0.979015, 3.74979e-06, 1, 0.00476918, 0.00309338, 1, 0.999642, 0.999076, 1, 0.999463, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2023, 1.36816e-08, 0.615189, 0.00763764, 0.999956, 0.999656, 1, 0.971765, 0.979056, 3.7728e-06, 1, 0.0047776, 0.00764756, 1, 0.999659, 0.999127, 1, 0.999656, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2024, 2.94635e-08, 0.600551, 0.0143263, 0.999958, 0.999674, 1, 0.972677, 0.979097, 3.79594e-06, 1, 0.00478603, 0.014348, 1, 0.999706, 0.998981, 1, 0.999674, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2025, 6.5004e-08, 0.664775, 0.0249375, 0.999953, 0.999584, 1, 0.973558, 0.979138, 3.81923e-06, 1, 0.00479448, 0.0249843, 1, 0.999715, 0.998679, 1, 0.999584, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2026, 1.10502e-07, 0.756976, 0.0404859, 0.999937, 0.999634, 1, 0.974412, 0.979179, 3.84264e-06, 1, 0.00480295, 0.0405734, 1, 0.999749, 0.998345, 1, 0.999634, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2027, 1.45134e-07, 0.684428, 0.0688396, 0.999809, 0.999744, 1, 0.975251, 0.97922, 3.86615e-06, 1, 0.00481143, 0.0690215, 1, 0.99979, 0.997902, 1, 0.999744, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2028, 1.99002e-07, 0.533505, 0.112436, 0.998619, 0.999782, 1, 0.976074, 0.97926, 3.88972e-06, 1, 0.00481992, 0.112794, 1, 0.999816, 0.997366, 1, 0.999782, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2029, 2.98546e-07, 0.481351, 0.16113, 0.996421, 0.999732, 1, 0.976867, 0.979301, 3.9133e-06, 1, 0.00482842, 0.161712, 1, 0.999743, 0.99677, 1, 0.999732, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2030, 4.30156e-07, 0.563758, 0.196372, 0.994736, 0.999756, 1, 0.977636, 0.979341, 3.9369e-06, 1, 0.00483694, 0.197106, 1, 0.999734, 0.996399, 1, 0.999756, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2031, 5.0436e-07, 0.650967, 0.206716, 0.995383, 0.999821, 1, 0.978388, 0.979381, 3.9606e-06, 1, 0.00484547, 0.2075, 1, 0.999808, 0.996252, 1, 0.999821, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2032, 5.37412e-07, 0.665956, 0.210096, 0.997203, 0.999844, 1, 0.97912, 0.979422, 3.98443e-06, 1, 0.00485402, 0.210887, 1, 0.999881, 0.996264, 1, 0.999844, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2033, 5.65259e-07, 0.668492, 0.214926, 0.998366, 0.999806, 1, 0.979816, 0.979462, 4.00841e-06, 1, 0.00486258, 0.215658, 1, 0.99987, 0.996661, 1, 0.999806, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2034, 6.4385e-07, 0.731885, 0.223121, 0.998582, 0.999802, 1, 0.980475, 0.979502, 4.03254e-06, 1, 0.00487116, 0.223744, 1, 0.999807, 0.997335, 1, 0.999802, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2035, 7.54646e-07, 0.843565, 0.228929, 0.99847, 0.999853, 1, 0.981112, 0.979542, 4.0568e-06, 1, 0.00487976, 0.229401, 1, 0.999774, 0.998141, 1, 0.999853, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2036, 8.45085e-07, 0.91947, 0.236189, 0.998244, 0.99989, 1, 0.981728, 0.979582, 4.08122e-06, 1, 0.00488836, 0.236557, 1, 0.999828, 0.99863, 1, 0.99989, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2037, 8.85805e-07, 0.878838, 0.257957, 0.997578, 0.999873, 1, 0.982304, 0.979621, 4.10577e-06, 1, 0.00489698, 0.258377, 1, 0.999875, 0.998554, 1, 0.999873, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2038, 9.13592e-07, 0.779669, 0.292416, 0.996637, 0.999873, 1, 0.982835, 0.979661, 4.13048e-06, 1, 0.00490562, 0.293026, 1, 0.999906, 0.99809, 1, 0.999873, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2039, 8.93233e-07, 0.672874, 0.311886, 0.996167, 0.999894, 1, 0.983339, 0.9797, 4.15533e-06, 1, 0.00491427, 0.312677, 1, 0.9999, 0.99757, 1, 0.999894, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2040, 7.58725e-07, 0.613506, 0.285336, 0.99662, 0.999915, 1, 0.983824, 0.97974, 4.18033e-06, 1, 0.00492294, 0.28614, 1, 0.999901, 0.997237, 1, 0.999915, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2041, 7.15374e-07, 0.681078, 0.253531, 0.997483, 0.999904, 1, 0.984273, 0.979779, 4.20546e-06, 1, 0.00493162, 0.254261, 1, 0.999909, 0.997186, 1, 0.999904, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2042, 6.69753e-07, 0.725422, 0.228481, 0.998007, 0.999892, 1, 0.984678, 0.979818, 4.2307e-06, 1, 0.00494031, 0.229136, 1, 0.99992, 0.997206, 1, 0.999892, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2043, 6.05712e-07, 0.679425, 0.220057, 0.998121, 0.999909, 1, 0.985055, 0.979858, 4.25605e-06, 1, 0.00494901, 0.220691, 1, 0.999921, 0.997231, 1, 0.999909, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2044, 5.13258e-07, 0.60816, 0.209552, 0.998128, 0.999921, 1, 0.985411, 0.979896, 4.28152e-06, 1, 0.00495772, 0.210148, 1, 0.999908, 0.997326, 1, 0.999921, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2045, 5.54566e-07, 0.683582, 0.200993, 0.998193, 0.999923, 1, 0.985729, 0.979935, 4.30711e-06, 1, 0.00496645, 0.201492, 1, 0.9999, 0.997687, 1, 0.999923, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2046, 6.06878e-07, 0.8408, 0.178757, 0.998283, 0.999928, 1, 0.985995, 0.979974, 4.33286e-06, 1, 0.00497518, 0.17913, 1, 0.999881, 0.998106, 1, 0.999928, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
