case index 17 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.0801581, 0.90044, 0.124682, 1, 0.999929, 1, 0.997212, 0.998454, 0.69574, 1, 0.850392, 0.124746, 1, 0.999979, 0.999539, 1, 0.999929, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.0488529, 0.855964, 0.0811802, 1, 0.999944, 1, 0.997349, 0.998457, 0.695868, 1, 0.850437, 0.0812165, 1, 0.999987, 0.999588, 1, 0.999944, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.0328281, 0.817158, 0.0596349, 1, 0.999962, 1, 0.997479, 0.99846, 0.695993, 1, 0.850481, 0.059657, 1, 0.999987, 0.999652, 1, 0.999962, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.0259901, 0.813052, 0.0481094, 1, 0.999953, 1, 0.997602, 0.998463, 0.696117, 1, 0.850525, 0.0481249, 1, 0.99998, 0.9997, 1, 0.999953, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.0260135, 0.813575, 0.0472815, 1, 0.999924, 1, 0.997712, 0.998466, 0.696241, 1, 0.850568, 0.0472946, 1, 0.999965, 0.999748, 1, 0.999924, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.0373376, 0.828175, 0.0639304, 1, 0.99994, 1, 0.997815, 0.998469, 0.696365, 1, 0.850612, 0.0639445, 1, 0.999949, 0.999801, 1, 0.99994, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.067309, 0.885116, 0.105521, 1, 0.999965, 1, 0.997913, 0.998472, 0.696489, 1, 0.850656, 0.105551, 1, 0.999938, 0.999822, 1, 0.999965, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.110482, 0.941314, 0.165138, 0.999999, 0.999967, 1, 0.998006, 0.998476, 0.696613, 1, 0.8507, 0.165216, 1, 0.999949, 0.999713, 1, 0.999967, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.138386, 0.975743, 0.202933, 0.999998, 0.99995, 1, 0.998092, 0.998478, 0.696736, 1, 0.850744, 0.203062, 1, 0.99997, 0.99953, 1, 0.99995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2010, 0.120982, 0.987857, 0.176315, 0.999997, 0.999961, 1, 0.998174, 0.998482, 0.696859, 1, 0.850788, 0.176432, 1, 0.999987, 0.99949, 1, 0.999961, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2011, 0.0894736, 0.985684, 0.130805, 0.999996, 0.999974, 1, 0.998253, 0.998484, 0.696982, 1, 0.850832, 0.130871, 1, 0.999991, 0.999628, 1, 0.999974, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2012, 0.068951, 0.966618, 0.103775, 0.999995, 0.999969, 1, 0.998328, 0.998488, 0.697104, 1, 0.850877, 0.103801, 1, 0.999978, 0.9998, 1, 0.999969, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2013, 0.0684179, 0.933785, 0.107489, 0.999993, 0.999951, 1, 0.998399, 0.998491, 0.697226, 1, 0.850922, 0.107508, 1, 0.999966, 0.999876, 1, 0.999951, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2014, 0.076236, 0.911584, 0.121638, 0.999991, 0.99996, 1, 0.998466, 0.998493, 0.697348, 1, 0.850966, 0.121656, 1, 0.999964, 0.9999, 1, 0.99996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2015, 0.0827968, 0.89297, 0.135535, 0.99999, 0.999977, 1, 0.998531, 0.998497, 0.69747, 1, 0.851011, 0.135555, 1, 0.999958, 0.999913, 1, 0.999977, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2016, 0.0886637, 0.88151, 0.149606, 0.999988, 0.999976, 1, 0.998592, 0.9985, 0.697592, 1, 0.851055, 0.14963, 1, 0.999945, 0.999924, 1, 0.999976, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2017, 0.0984577, 0.861438, 0.170138, 0.999988, 0.99996, 1, 0.998648, 0.998502, 0.697714, 1, 0.8511, 0.170164, 1, 0.999945, 0.999934, 1, 0.99996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2018, 0.121852, 0.877004, 0.200691, 0.999986, 0.99996, 1, 0.998701, 0.998505, 0.697836, 1, 0.851144, 0.200712, 1, 0.999964, 0.999942, 1, 0.99996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019, 0.154456, 0.903462, 0.248171, 0.999985, 0.999971, 1, 0.998751, 0.998508, 0.697958, 1, 0.851188, 0.248189, 1, 0.999984, 0.999945, 1, 0.999971, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2020, 0.191039, 0.918994, 0.306265, 0.999983, 0.999975, 1, 0.998799, 0.998511, 0.698081, 1, 0.851231, 0.306287, 1, 0.999991, 0.999944, 1, 0.999975, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2021, 0.234568, 0.933032, 0.370337, 0.999986, 0.99997, 1, 0.998841, 0.998514, 0.698203, 1, 0.851275, 0.370366, 1, 0.999987, 0.999939, 1, 0.99997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2022, 0.2809, 0.948357, 0.432285, 0.999989, 0.999976, 1, 0.998879, 0.998517, 0.698326, 1, 0.851318, 0.432319, 1, 0.999978, 0.999945, 1, 0.999976, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2023, 0.324081, 0.952228, 0.494775, 0.999992, 0.999985, 1, 0.998915, 0.99852, 0.698448, 1, 0.851361, 0.494812, 1, 0.999979, 0.999948, 1, 0.999985, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2024, 0.365312, 0.953838, 0.553817, 0.999992, 0.999985, 1, 0.998951, 0.998523, 0.698571, 1, 0.851405, 0.553863, 1, 0.999982, 0.999938, 1, 0.999985, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
