case index 16 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.138915, 0.923465, 0.190004, 1, 0.999951, 1, 0.99809, 0.998938, 0.780133, 1, 0.895019, 0.19007, 1, 0.999986, 0.999684, 1, 0.999951, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.0970341, 0.887275, 0.139671, 1, 0.999961, 1, 0.998184, 0.99894, 0.780231, 1, 0.895051, 0.139713, 1, 0.999991, 0.999717, 1, 0.999961, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.0746481, 0.854573, 0.114016, 1, 0.999974, 1, 0.998273, 0.998942, 0.780327, 1, 0.895083, 0.114045, 1, 0.999991, 0.999761, 1, 0.999974, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.0632811, 0.852663, 0.0975698, 1, 0.999968, 1, 0.998357, 0.998944, 0.780422, 1, 0.895114, 0.0975911, 1, 0.999987, 0.999794, 1, 0.999968, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.063976, 0.856639, 0.0971704, 1, 0.999948, 1, 0.998433, 0.998946, 0.780517, 1, 0.895146, 0.0971888, 1, 0.999976, 0.999827, 1, 0.999948, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.0828227, 0.86975, 0.121231, 1, 0.999959, 1, 0.998503, 0.998948, 0.780612, 1, 0.895177, 0.121249, 1, 0.999965, 0.999864, 1, 0.999959, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.127234, 0.913727, 0.175099, 1, 0.999976, 1, 0.99857, 0.99895, 0.780708, 1, 0.895209, 0.175132, 1, 0.999958, 0.999877, 1, 0.999976, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.185937, 0.955817, 0.246252, 1, 0.999978, 1, 0.998634, 0.998953, 0.780803, 1, 0.89524, 0.246329, 1, 0.999965, 0.999797, 1, 0.999978, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.221941, 0.982182, 0.288901, 0.999999, 0.999966, 1, 0.998693, 0.998955, 0.780897, 1, 0.895272, 0.289026, 1, 0.999979, 0.999667, 1, 0.999966, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2010, 0.198781, 0.991631, 0.257269, 0.999998, 0.999973, 1, 0.998749, 0.998957, 0.780992, 1, 0.895304, 0.257383, 1, 0.999991, 0.999642, 1, 0.999973, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2011, 0.158939, 0.989775, 0.206251, 0.999997, 0.999983, 1, 0.998803, 0.998959, 0.781085, 1, 0.895336, 0.206319, 1, 0.999994, 0.999741, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2012, 0.13307, 0.974872, 0.176532, 0.999996, 0.999979, 1, 0.998855, 0.998961, 0.781179, 1, 0.895368, 0.176561, 1, 0.999985, 0.999863, 1, 0.999979, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
