case_index,location_index,location_label,lat,lon,alt_m,utc,source,clouds,visib_km,aerosol_model,strato_model,atmos_model,name,los_zen_deg,los_az_deg,rel_az_deg,rel_zen_deg,body_topo_az_deg,body_topo_zen_deg,csv
1,1,HOGS,55.9145011901855,-3.31660008430481,100,03-Jan-2026 13:00:00,sun,none,10,urban,background,ATM_MIDLAT_WINTER,Transm_HOGS_10kmvis_none_urban_background_zen10_azi0,10,0,9.72028807997158,89.0683990232481,189.895533063352,79.2138188350098,Transm_HOGS_10kmvis_none_urban_background_zen10_azi0.csv
2,1,HOGS,55.9145011901855,-3.31660008430481,100,03-Jan-2026 13:00:00,sun,none,10,urban,background,ATM_MIDLAT_WINTER,Transm_HOGS_10kmvis_none_urban_background_zen85_azi0,85,0,31.9417447436334,161.392171405199,189.895533063352,79.2138188350098,Transm_HOGS_10kmvis_none_urban_background_zen85_azi0.csv
3,1,HOGS,55.9145011901855,-3.31660008430481,100,03-Jan-2026 13:00:00,sun,none,10,urban,background,ATM_MIDLAT_WINTER,Transm_HOGS_10kmvis_none_urban_background_zen88_azi0,88,0,37.399875556491,163.862456499267,189.895533063352,79.2138188350098,Transm_HOGS_10kmvis_none_urban_background_zen88_azi0.csv
