case index 0 = {
num freq, 9788
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
212.5, 3.04345e-27, 1, 2.79978e-17, 0.000587808, 0.987779, 1, 1, 0.00327746, 0.000178516, 1, 0.0619015, 1, 1, 1, 1, 2.79978e-17, 1, 1, 0.997333, 0.990426, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
213.5, 4.14945e-27, 1, 9.75947e-17, 0.000246626, 0.988756, 1, 1, 0.00372295, 0.000181638, 1, 0.0626487, 1, 1, 1, 1, 9.75947e-17, 1, 1, 0.997379, 0.991361, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
214.5, 5.36762e-27, 1, 3.61434e-16, 9.4086e-05, 0.989901, 1, 1, 0.0042132, 0.00018479, 1, 0.0633987, 1, 1, 1, 1, 3.61434e-16, 1, 1, 0.997476, 0.992404, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
215.5, 6.46266e-27, 1, 1.4041e-15, 3.24395e-05, 0.9909, 1, 1, 0.00475103, 0.000187958, 1, 0.0641449, 1, 1, 1, 1, 1.4041e-15, 1, 1, 0.997445, 0.993439, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
216.5, 7.16288e-27, 1, 5.65341e-15, 1.0007e-05, 0.991603, 1, 1, 0.00533907, 0.000191143, 1, 0.064889, 1, 1, 1, 1, 5.65341e-15, 1, 1, 0.997354, 0.994234, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
217.5, 7.28904e-27, 1, 2.33296e-14, 2.74392e-06, 0.992367, 1, 1, 0.00597999, 0.00019437, 1, 0.0656373, 1, 1, 1, 1, 2.33296e-14, 1, 1, 0.997398, 0.994954, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
218.5, 6.77978e-27, 1, 9.7654e-14, 6.6908e-07, 0.993206, 1, 1, 0.00667638, 0.000197643, 1, 0.0663917, 1, 1, 1, 1, 9.7654e-14, 1, 1, 0.997573, 0.995622, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
219.5, 5.70324e-27, 1, 4.10715e-13, 1.45831e-07, 0.993733, 1, 1, 0.00743082, 0.000200951, 1, 0.0671473, 1, 1, 1, 1, 4.10715e-13, 1, 1, 0.997672, 0.996057, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
220.5, 4.25613e-27, 1, 1.72078e-12, 2.84396e-08, 0.994048, 1, 1, 0.00824585, 0.000204281, 1, 0.0678985, 1, 1, 1, 1, 1.72078e-12, 1, 1, 0.997597, 0.996442, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
221.5, 2.75571e-27, 1, 7.12638e-12, 4.93784e-09, 0.994604, 1, 1, 0.00912407, 0.000207634, 1, 0.0686469, 1, 1, 1, 1, 7.12638e-12, 1, 1, 0.997561, 0.997037, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
222.5, 1.53353e-27, 1, 2.89713e-11, 7.51939e-10, 0.995404, 1, 1, 0.0100678, 0.000211031, 1, 0.0693989, 1, 1, 1, 1, 2.89713e-11, 1, 1, 0.997725, 0.997672, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
223.5, 7.31678e-28, 1, 1.14909e-10, 9.89612e-11, 0.996103, 1, 1, 0.0110794, 0.000214478, 1, 0.0701574, 1, 1, 1, 1, 1.14909e-10, 1, 1, 0.997961, 0.998141, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
224.5, 2.97738e-28, 1, 4.42282e-10, 1.12372e-11, 0.996484, 1, 1, 0.0121612, 0.000217962, 1, 0.0709173, 1, 1, 1, 1, 4.42282e-10, 1, 1, 0.998053, 0.998426, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
225.5, 1.03223e-28, 1, 1.6443e-09, 1.10298e-12, 0.99663, 1, 1, 0.0133151, 0.000221467, 1, 0.0716736, 1, 1, 1, 1, 1.6443e-09, 1, 1, 0.997986, 0.998641, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
226.5, 3.06416e-29, 1, 5.88134e-09, 9.35013e-14, 0.99687, 1, 1, 0.0145434, 0.000224996, 1, 0.0724261, 1, 1, 1, 1, 5.88134e-09, 1, 1, 0.997983, 0.998884, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
227.5, 7.75931e-30, 1, 2.01717e-08, 6.88479e-15, 0.997353, 1, 1, 0.0158476, 0.000228566, 1, 0.0731813, 1, 1, 1, 1, 2.01717e-08, 1, 1, 0.998197, 0.999159, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
228.5, 1.66472e-30, 1, 6.61598e-08, 4.4353e-16, 0.997851, 1, 1, 0.01723, 0.000232187, 1, 0.0739426, 1, 1, 1, 1, 6.61598e-08, 1, 1, 0.998451, 0.999392, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
229.5, 3.06344e-31, 1, 2.07061e-07, 2.48973e-17, 0.998113, 1, 1, 0.0186922, 0.000235847, 1, 0.0747067, 1, 1, 1, 1, 2.07061e-07, 1, 1, 0.998569, 0.999542, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
230.5, 4.93296e-32, 1, 6.17344e-07, 1.22007e-18, 0.9982, 1, 1, 0.0202356, 0.000239526, 1, 0.075468, 1, 1, 1, 1, 6.17344e-07, 1, 1, 0.998567, 0.99963, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
231.5, 6.96323e-33, 1, 1.75139e-06, 5.34309e-20, 0.998332, 1, 1, 0.0218617, 0.00024322, 1, 0.0762247, 1, 1, 1, 1, 1.75139e-06, 1, 1, 0.998566, 0.999753, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
232.5, 8.5689e-34, 1, 4.7243e-06, 2.12602e-21, 0.998589, 1, 1, 0.0235717, 0.000246946, 1, 0.076983, 1, 1, 1, 1, 4.7243e-06, 1, 1, 0.998713, 0.999892, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
233.5, 8.98131e-35, 1, 1.21132e-05, 7.68016e-23, 0.998905, 1, 1, 0.0253668, 0.000250725, 1, 0.0777463, 1, 1, 1, 1, 1.21132e-05, 1, 1, 0.998977, 0.999932, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
234.5, 7.91086e-36, 1, 2.95224e-05, 2.48261e-24, 0.99909, 1, 1, 0.0272479, 0.000254544, 1, 0.0785116, 1, 1, 1, 1, 2.95224e-05, 1, 1, 0.999148, 0.999942, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
235.5, 6.13723e-37, 1, 6.84195e-05, 7.00326e-26, 0.999116, 1, 1, 0.029216, 0.000258389, 1, 0.0792736, 1, 1, 1, 1, 6.84195e-05, 1, 1, 0.999184, 0.999952, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
236.5, 4.29004e-38, 1, 0.00015088, 1.77816e-27, 0.999124, 1, 1, 0.0312716, 0.000262262, 1, 0.0800321, 1, 1, 1, 1, 0.00015088, 1, 1, 0.999189, 0.999948, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
