case index 0 = {
num freq, 9788
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
212.5, 2.19779e-24, 1, 2.79978e-17, 0.000587808, 0.987779, 1, 1, 0.00327746, 0.129516, 1, 0.518581, 1, 1, 1, 1, 2.79978e-17, 1, 1, 0.997333, 0.990426, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
213.5, 2.95899e-24, 1, 9.75947e-17, 0.000246626, 0.988756, 1, 1, 0.00372295, 0.130048, 1, 0.520164, 1, 1, 1, 1, 9.75947e-17, 1, 1, 0.997379, 0.991361, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
214.5, 3.78135e-24, 1, 3.61434e-16, 9.4086e-05, 0.989901, 1, 1, 0.0042132, 0.130579, 1, 0.521737, 1, 1, 1, 1, 3.61434e-16, 1, 1, 0.997476, 0.992404, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
215.5, 4.49948e-24, 1, 1.4041e-15, 3.24395e-05, 0.9909, 1, 1, 0.00475103, 0.131106, 1, 0.523285, 1, 1, 1, 1, 1.4041e-15, 1, 1, 0.997445, 0.993439, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
216.5, 4.92953e-24, 1, 5.65341e-15, 1.0007e-05, 0.991603, 1, 1, 0.00533907, 0.131629, 1, 0.524818, 1, 1, 1, 1, 5.65341e-15, 1, 1, 0.997354, 0.994234, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
217.5, 4.95889e-24, 1, 2.33296e-14, 2.74392e-06, 0.992367, 1, 1, 0.00597999, 0.132152, 1, 0.526346, 1, 1, 1, 1, 2.33296e-14, 1, 1, 0.997398, 0.994954, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
218.5, 4.56016e-24, 1, 9.7654e-14, 6.6908e-07, 0.993206, 1, 1, 0.00667638, 0.132677, 1, 0.527874, 1, 1, 1, 1, 9.7654e-14, 1, 1, 0.997573, 0.995622, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
219.5, 3.79347e-24, 1, 4.10715e-13, 1.45831e-07, 0.993733, 1, 1, 0.00743082, 0.133199, 1, 0.529388, 1, 1, 1, 1, 4.10715e-13, 1, 1, 0.997672, 0.996057, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
220.5, 2.80077e-24, 1, 1.72078e-12, 2.84396e-08, 0.994048, 1, 1, 0.00824585, 0.133718, 1, 0.53088, 1, 1, 1, 1, 1.72078e-12, 1, 1, 0.997597, 0.996442, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
221.5, 1.79469e-24, 1, 7.12638e-12, 4.93784e-09, 0.994604, 1, 1, 0.00912407, 0.134235, 1, 0.532355, 1, 1, 1, 1, 7.12638e-12, 1, 1, 0.997561, 0.997037, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
222.5, 9.88524e-25, 1, 2.89713e-11, 7.51939e-10, 0.995404, 1, 1, 0.0100678, 0.134752, 1, 0.533828, 1, 1, 1, 1, 2.89713e-11, 1, 1, 0.997725, 0.997672, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
223.5, 4.66857e-25, 1, 1.14909e-10, 9.89612e-11, 0.996103, 1, 1, 0.0110794, 0.13527, 1, 0.535297, 1, 1, 1, 1, 1.14909e-10, 1, 1, 0.997961, 0.998141, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
