case index 0 = {
num freq, 9788
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
212.5, 7.95084e-26, 1, 2.79978e-17, 0.000587808, 0.987779, 1, 1, 0.00327746, 0.00469323, 1, 0.972708, 1, 1, 1, 1, 2.79978e-17, 1, 1, 0.997333, 0.990426, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
213.5, 1.06563e-25, 1, 9.75947e-17, 0.000246626, 0.988756, 1, 1, 0.00372295, 0.00469028, 1, 0.973119, 1, 1, 1, 1, 9.75947e-17, 1, 1, 0.997379, 0.991361, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
214.5, 1.35587e-25, 1, 3.61434e-16, 9.4086e-05, 0.989901, 1, 1, 0.0042132, 0.00468728, 1, 0.973524, 1, 1, 1, 1, 3.61434e-16, 1, 1, 0.997476, 0.992404, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
215.5, 1.60655e-25, 1, 1.4041e-15, 3.24395e-05, 0.9909, 1, 1, 0.00475103, 0.00468437, 1, 0.973919, 1, 1, 1, 1, 1.4041e-15, 1, 1, 0.997445, 0.993439, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
216.5, 1.75278e-25, 1, 5.65341e-15, 1.0007e-05, 0.991603, 1, 1, 0.00533907, 0.0046814, 1, 0.97431, 1, 1, 1, 1, 5.65341e-15, 1, 1, 0.997354, 0.994234, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
217.5, 1.75592e-25, 1, 2.33296e-14, 2.74392e-06, 0.992367, 1, 1, 0.00597999, 0.00467844, 1, 0.9747, 1, 1, 1, 1, 2.33296e-14, 1, 1, 0.997398, 0.994954, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
218.5, 1.60811e-25, 1, 9.7654e-14, 6.6908e-07, 0.993206, 1, 1, 0.00667638, 0.0046755, 1, 0.975089, 1, 1, 1, 1, 9.7654e-14, 1, 1, 0.997573, 0.995622, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
219.5, 1.33239e-25, 1, 4.10715e-13, 1.45831e-07, 0.993733, 1, 1, 0.00743082, 0.00467256, 1, 0.975468, 1, 1, 1, 1, 4.10715e-13, 1, 1, 0.997672, 0.996057, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
220.5, 9.7993e-26, 1, 1.72078e-12, 2.84396e-08, 0.994048, 1, 1, 0.00824585, 0.00466966, 1, 0.975842, 1, 1, 1, 1, 1.72078e-12, 1, 1, 0.997597, 0.996442, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
221.5, 6.25583e-26, 1, 7.12638e-12, 4.93784e-09, 0.994604, 1, 1, 0.00912407, 0.00466678, 1, 0.976207, 1, 1, 1, 1, 7.12638e-12, 1, 1, 0.997561, 0.997037, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
222.5, 3.43303e-26, 1, 2.89713e-11, 7.51939e-10, 0.995404, 1, 1, 0.0100678, 0.00466394, 1, 0.976575, 1, 1, 1, 1, 2.89713e-11, 1, 1, 0.997725, 0.997672, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
223.5, 1.6154e-26, 1, 1.14909e-10, 9.89612e-11, 0.996103, 1, 1, 0.0110794, 0.00466108, 1, 0.976938, 1, 1, 1, 1, 1.14909e-10, 1, 1, 0.997961, 0.998141, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
224.5, 6.48364e-27, 1, 4.42282e-10, 1.12372e-11, 0.996484, 1, 1, 0.0121612, 0.00465823, 1, 0.977298, 1, 1, 1, 1, 4.42282e-10, 1, 1, 0.998053, 0.998426, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
225.5, 2.21705e-27, 1, 1.6443e-09, 1.10298e-12, 0.99663, 1, 1, 0.0133151, 0.00465541, 1, 0.977651, 1, 1, 1, 1, 1.6443e-09, 1, 1, 0.997986, 0.998641, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
226.5, 6.49154e-28, 1, 5.88134e-09, 9.35013e-14, 0.99687, 1, 1, 0.0145434, 0.00465261, 1, 0.978001, 1, 1, 1, 1, 5.88134e-09, 1, 1, 0.997983, 0.998884, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
227.5, 1.62189e-28, 1, 2.01717e-08, 6.88479e-15, 0.997353, 1, 1, 0.0158476, 0.00464977, 1, 0.97834, 1, 1, 1, 1, 2.01717e-08, 1, 1, 0.998197, 0.999159, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
228.5, 3.43355e-29, 1, 6.61598e-08, 4.4353e-16, 0.997851, 1, 1, 0.01723, 0.00464699, 1, 0.978683, 1, 1, 1, 1, 6.61598e-08, 1, 1, 0.998451, 0.999392, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
229.5, 6.23227e-30, 1, 2.07061e-07, 2.48973e-17, 0.998113, 1, 1, 0.0186922, 0.00464417, 1, 0.979024, 1, 1, 1, 1, 2.07061e-07, 1, 1, 0.998569, 0.999542, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
230.5, 9.89674e-31, 1, 6.17344e-07, 1.22007e-18, 0.9982, 1, 1, 0.0202356, 0.00464138, 1, 0.979356, 1, 1, 1, 1, 6.17344e-07, 1, 1, 0.998567, 0.99963, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
231.5, 1.37781e-31, 1, 1.75139e-06, 5.34309e-20, 0.998332, 1, 1, 0.0218617, 0.00463862, 1, 0.979686, 1, 1, 1, 1, 1.75139e-06, 1, 1, 0.998566, 0.999753, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
232.5, 1.67272e-32, 1, 4.7243e-06, 2.12602e-21, 0.998589, 1, 1, 0.0235717, 0.00463586, 1, 0.98001, 1, 1, 1, 1, 4.7243e-06, 1, 1, 0.998713, 0.999892, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
233.5, 1.73087e-33, 1, 1.21132e-05, 7.68016e-23, 0.998905, 1, 1, 0.0253668, 0.00463311, 1, 0.980332, 1, 1, 1, 1, 1.21132e-05, 1, 1, 0.998977, 0.999932, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
234.5, 1.50488e-34, 1, 2.95224e-05, 2.48261e-24, 0.99909, 1, 1, 0.0272479, 0.00463033, 1, 0.980651, 1, 1, 1, 1, 2.95224e-05, 1, 1, 0.999148, 0.999942, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
