case_index,param_set,lat,lon,alt_m,hour,source,clouds,visib_km,aerosol_model,strato_model,name,los_zen_deg,los_az_deg,rel_az_deg,rel_zen_deg,body_topo_az_deg,body_topo_zen_deg,csv
1,1,55.91450119018555,-3.3166000843048096,100.0,13.0,sun,none,10.0,urban,background,Transm_loc1_10kmvis_none_urban_background_zen30_azi40,30.0,40.0,329.2962063499733,105.24109348418453,189.9007287300232,79.21484975793432,Transm_loc1_10kmvis_none_urban_background_zen30_azi40.csv
