case index 1 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.251429, 0.954398, 0.329877, 1, 0.999975, 1, 0.999029, 0.999459, 0.794538, 1, 0.902354, 0.329934, 1, 0.999993, 0.999839, 1, 0.999975, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.204454, 0.930628, 0.276416, 1, 0.99998, 1, 0.999077, 0.99946, 0.794629, 1, 0.902385, 0.276457, 1, 0.999996, 0.999856, 1, 0.99998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.179831, 0.907563, 0.250816, 1, 0.999987, 1, 0.999122, 0.999461, 0.794718, 1, 0.902415, 0.250847, 1, 0.999995, 0.999878, 1, 0.999987, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.163786, 0.907088, 0.229029, 1, 0.999984, 1, 0.999165, 0.999462, 0.794806, 1, 0.902445, 0.229054, 1, 0.999993, 0.999895, 1, 0.999984, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.166607, 0.91314, 0.230476, 1, 0.999973, 1, 0.999204, 0.999463, 0.794895, 1, 0.902475, 0.230498, 1, 0.999988, 0.999912, 1, 0.999973, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.193803, 0.923464, 0.263305, 1, 0.999979, 1, 0.999239, 0.999465, 0.794983, 1, 0.902505, 0.263326, 1, 0.999982, 0.999931, 1, 0.999979, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.250777, 0.950172, 0.329821, 1, 0.999988, 1, 0.999273, 0.999466, 0.795072, 1, 0.902534, 0.32985, 1, 0.999978, 0.999937, 1, 0.999988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.318696, 0.974199, 0.409587, 1, 0.999989, 1, 0.999306, 0.999467, 0.79516, 1, 0.902564, 0.409646, 1, 0.999982, 0.999897, 1, 0.999989, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.357555, 0.989857, 0.453979, 0.999999, 0.999983, 1, 0.999336, 0.999468, 0.795248, 1, 0.902594, 0.454072, 1, 0.999989, 0.99983, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2010, 0.330422, 0.995713, 0.417742, 0.999999, 0.999986, 1, 0.999364, 0.999469, 0.795335, 1, 0.902624, 0.41783, 1, 0.999995, 0.999818, 1, 0.999986, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2011, 0.287837, 0.99446, 0.364523, 0.999999, 0.999991, 1, 0.999392, 0.99947, 0.795422, 1, 0.902655, 0.364579, 1, 0.999997, 0.999868, 1, 0.999991, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2012, 0.260407, 0.985346, 0.334016, 0.999998, 0.999989, 1, 0.999418, 0.999471, 0.795509, 1, 0.902685, 0.334044, 1, 0.999992, 0.99993, 1, 0.999989, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2013, 0.261221, 0.97074, 0.341069, 0.999997, 0.999983, 1, 0.999443, 0.999472, 0.795596, 1, 0.902715, 0.34109, 1, 0.999988, 0.999957, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2014, 0.275268, 0.962752, 0.361322, 0.999997, 0.999986, 1, 0.999466, 0.999473, 0.795683, 1, 0.902746, 0.361341, 1, 0.999987, 0.999965, 1, 0.999986, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2015, 0.286175, 0.956027, 0.378384, 0.999996, 0.999992, 1, 0.999489, 0.999474, 0.79577, 1, 0.902776, 0.378404, 1, 0.999985, 0.99997, 1, 0.999992, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
