case index 4 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.19534, 0.944373, 0.275899, 1, 0.999968, 1, 0.998752, 0.999305, 0.744044, 1, 0.876269, 0.275961, 1, 0.999991, 0.999793, 1, 0.999968, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.151781, 0.916347, 0.222404, 1, 0.999975, 1, 0.998814, 0.999306, 0.744154, 1, 0.876308, 0.222447, 1, 0.999994, 0.999815, 1, 0.999975, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.128454, 0.889852, 0.195749, 1, 0.999983, 1, 0.998872, 0.999308, 0.74426, 1, 0.876345, 0.195781, 1, 0.999994, 0.999844, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.114562, 0.889091, 0.175314, 1, 0.999979, 1, 0.998927, 0.999309, 0.744367, 1, 0.876383, 0.175338, 1, 0.999991, 0.999865, 1, 0.999979, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.116428, 0.894891, 0.175985, 1, 0.999966, 1, 0.998977, 0.99931, 0.744473, 1, 0.87642, 0.176007, 1, 0.999984, 0.999887, 1, 0.999966, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.139821, 0.906302, 0.206498, 1, 0.999973, 1, 0.999022, 0.999312, 0.74458, 1, 0.876457, 0.206519, 1, 0.999977, 0.999911, 1, 0.999973, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.190431, 0.938599, 0.269891, 1, 0.999984, 1, 0.999066, 0.999313, 0.744686, 1, 0.876494, 0.269922, 1, 0.999972, 0.999919, 1, 0.999984, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.252718, 0.968344, 0.348189, 1, 0.999985, 1, 0.999108, 0.999315, 0.744793, 1, 0.876532, 0.348255, 1, 0.999977, 0.999867, 1, 0.999985, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.289203, 0.987461, 0.392858, 0.999999, 0.999978, 1, 0.999147, 0.999316, 0.744898, 1, 0.876569, 0.392964, 1, 0.999986, 0.999782, 1, 0.999978, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
