case index 9 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 7.80583e-17, 0.45337, 1.1329e-05, 0.999998, 0.998633, 1, 0.9294, 0.978129, 2.42961e-11, 1, 3.09545e-05, 1.14567e-05, 1, 0.99969, 0.993336, 1, 0.998633, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 2.67264e-18, 0.325381, 1.79634e-07, 0.999999, 0.998906, 1, 0.932724, 0.978172, 2.45972e-11, 1, 3.10658e-05, 1.80821e-07, 1, 0.999795, 0.99403, 1, 0.998906, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 1.23385e-20, 0.21985, 7.94412e-10, 1, 0.999253, 1, 0.93591, 0.978215, 2.48941e-11, 1, 3.11735e-05, 8.00347e-10, 1, 0.999791, 0.994956, 1, 0.999253, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 9.63992e-26, 0.174494, 2.21259e-13, 1, 0.999063, 1, 0.938905, 0.978258, 2.51943e-11, 1, 3.12814e-05, 2.22519e-13, 1, 0.999706, 0.995689, 1, 0.999063, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 1.49836e-22, 0.14371, 2.31834e-11, 1, 0.998504, 1, 0.941622, 0.978301, 2.54981e-11, 1, 3.13898e-05, 2.32746e-11, 1, 0.999483, 0.996401, 1, 0.998504, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 7.66452e-19, 0.185892, 3.49135e-08, 1, 0.998821, 1, 0.944147, 0.978344, 2.58055e-11, 1, 3.14985e-05, 3.50034e-08, 1, 0.999252, 0.997178, 1, 0.998821, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 1.14421e-16, 0.358128, 5.47892e-06, 0.999999, 0.99929, 1, 0.946568, 0.978387, 2.61165e-11, 1, 3.16075e-05, 5.55514e-06, 1, 0.999102, 0.997476, 1, 0.99929, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 5.03033e-16, 0.568065, 2.3776e-05, 0.999997, 0.999336, 1, 0.948879, 0.978429, 2.64306e-11, 1, 3.17171e-05, 2.41358e-05, 1, 0.999262, 0.995976, 1, 0.999336, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 8.75979e-16, 0.713059, 4.12687e-05, 0.999992, 0.999002, 1, 0.951025, 0.978472, 2.67474e-11, 1, 3.18273e-05, 4.1909e-05, 1, 0.99956, 0.993463, 1, 0.999002, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2010, 6.63285e-16, 0.782047, 3.11431e-05, 0.999985, 0.999221, 1, 0.953058, 0.978514, 2.70667e-11, 1, 3.19381e-05, 3.16343e-05, 1, 0.999804, 0.992924, 1, 0.999221, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2011, 2.75302e-16, 0.783321, 1.28728e-05, 0.999977, 0.999481, 1, 0.955024, 0.978557, 2.73888e-11, 1, 3.20495e-05, 1.30805e-05, 1, 0.999862, 0.9948, 1, 0.999481, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2012, 1.71681e-19, 0.691394, 9.85227e-09, 0.999971, 0.999375, 1, 0.956912, 0.978599, 2.77141e-11, 1, 3.21614e-05, 9.94921e-09, 1, 0.999667, 0.997162, 1, 0.999375, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2013, 6.65838e-22, 0.530295, 4.23034e-11, 0.99996, 0.999021, 1, 0.958681, 0.978641, 2.80431e-11, 1, 3.22737e-05, 4.23841e-11, 1, 0.999485, 0.998222, 1, 0.999021, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2014, 1.58653e-21, 0.395844, 1.69074e-10, 0.999954, 0.999202, 1, 0.960365, 0.978683, 2.83759e-11, 1, 3.23864e-05, 1.69505e-10, 1, 0.999445, 0.998573, 1, 0.999202, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
