case index 8 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.0112214, 0.848094, 0.0456313, 0.999999, 0.999861, 1, 0.994545, 0.997022, 0.272482, 1, 0.559403, 0.0456777, 1, 0.99996, 0.999114, 1, 0.999861, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.00475977, 0.786344, 0.0210396, 1, 0.99989, 1, 0.994812, 0.997028, 0.272659, 1, 0.559512, 0.0210589, 1, 0.999975, 0.999202, 1, 0.99989, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.00198482, 0.734364, 0.0107422, 1, 0.999926, 1, 0.995067, 0.997034, 0.272831, 1, 0.559616, 0.0107503, 1, 0.999974, 0.999326, 1, 0.999926, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.00126408, 0.722305, 0.00730272, 1, 0.999908, 1, 0.995306, 0.997039, 0.273003, 1, 0.559721, 0.00730743, 1, 0.999962, 0.99942, 1, 0.999908, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.00123615, 0.712106, 0.00689631, 1, 0.999851, 1, 0.995523, 0.997045, 0.273174, 1, 0.559825, 0.00690006, 1, 0.999932, 0.999511, 1, 0.999851, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.00253137, 0.730202, 0.012038, 1, 0.999884, 1, 0.995723, 0.997051, 0.273346, 1, 0.55993, 0.0120429, 1, 0.999901, 0.999615, 1, 0.999884, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.00749827, 0.8163, 0.0304418, 1, 0.999931, 1, 0.995914, 0.997057, 0.273518, 1, 0.560034, 0.0304626, 1, 0.99988, 0.999656, 1, 0.999931, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.0163855, 0.905256, 0.0629362, 0.999999, 0.999936, 1, 0.996097, 0.997063, 0.27369, 1, 0.560139, 0.0630071, 1, 0.999901, 0.999455, 1, 0.999936, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.0228668, 0.958099, 0.0863365, 0.999997, 0.999902, 1, 0.996266, 0.997069, 0.27386, 1, 0.560245, 0.0864578, 1, 0.999941, 0.999117, 1, 0.999902, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
