case index 6 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.11321, 0.923465, 0.190004, 1, 0.999951, 1, 0.99809, 0.998938, 0.635804, 1, 0.816837, 0.19007, 1, 0.999986, 0.999684, 1, 0.999951, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.0790875, 0.887275, 0.139671, 1, 0.999961, 1, 0.998184, 0.99894, 0.635948, 1, 0.816893, 0.139713, 1, 0.999991, 0.999717, 1, 0.999961, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.0608487, 0.854573, 0.114016, 1, 0.999974, 1, 0.998273, 0.998942, 0.636087, 1, 0.816946, 0.114045, 1, 0.999991, 0.999761, 1, 0.999974, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.0515882, 0.852663, 0.0975698, 1, 0.999968, 1, 0.998357, 0.998944, 0.636227, 1, 0.816999, 0.0975911, 1, 0.999987, 0.999794, 1, 0.999968, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.0521609, 0.856639, 0.0971704, 1, 0.999948, 1, 0.998433, 0.998946, 0.636366, 1, 0.817052, 0.0971888, 1, 0.999976, 0.999827, 1, 0.999948, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.0675356, 0.86975, 0.121231, 1, 0.999959, 1, 0.998503, 0.998948, 0.636506, 1, 0.817105, 0.121249, 1, 0.999965, 0.999864, 1, 0.999959, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.103761, 0.913727, 0.175099, 1, 0.999976, 1, 0.99857, 0.99895, 0.636645, 1, 0.817158, 0.175132, 1, 0.999958, 0.999877, 1, 0.999976, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.151646, 0.955817, 0.246252, 1, 0.999978, 1, 0.998634, 0.998953, 0.636784, 1, 0.817212, 0.246329, 1, 0.999965, 0.999797, 1, 0.999978, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.181022, 0.982182, 0.288901, 0.999999, 0.999966, 1, 0.998693, 0.998955, 0.636923, 1, 0.817265, 0.289026, 1, 0.999979, 0.999667, 1, 0.999966, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2010, 0.162143, 0.991631, 0.257269, 0.999998, 0.999973, 1, 0.998749, 0.998957, 0.637061, 1, 0.817319, 0.257383, 1, 0.999991, 0.999642, 1, 0.999973, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2011, 0.129657, 0.989775, 0.206251, 0.999997, 0.999983, 1, 0.998803, 0.998959, 0.637198, 1, 0.817373, 0.206319, 1, 0.999994, 0.999741, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2012, 0.108566, 0.974872, 0.176532, 0.999996, 0.999979, 1, 0.998855, 0.998961, 0.637335, 1, 0.817427, 0.176561, 1, 0.999985, 0.999863, 1, 0.999979, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2013, 0.108436, 0.94994, 0.181971, 0.999995, 0.999966, 1, 0.998903, 0.998963, 0.637472, 1, 0.817481, 0.181993, 1, 0.999977, 0.999915, 1, 0.999966, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2014, 0.1178, 0.934373, 0.199768, 0.999994, 0.999973, 1, 0.998949, 0.998965, 0.637609, 1, 0.817535, 0.199788, 1, 0.999975, 0.999931, 1, 0.999973, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2015, 0.125473, 0.921196, 0.216314, 0.999993, 0.999984, 1, 0.998994, 0.998967, 0.637747, 1, 0.817589, 0.216336, 1, 0.999971, 0.99994, 1, 0.999984, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2016, 0.132621, 0.91253, 0.233374, 0.999992, 0.999983, 1, 0.999036, 0.998969, 0.637884, 1, 0.817644, 0.233399, 1, 0.999962, 0.999948, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2017, 0.14295, 0.896453, 0.256579, 0.999991, 0.999973, 1, 0.999074, 0.998971, 0.638021, 1, 0.817697, 0.256604, 1, 0.999962, 0.999954, 1, 0.999973, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2018, 0.166314, 0.908677, 0.288801, 0.99999, 0.999972, 1, 0.99911, 0.998973, 0.638158, 1, 0.817751, 0.288822, 1, 0.999975, 0.99996, 1, 0.999972, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2019, 0.198765, 0.929277, 0.337802, 0.999989, 0.99998, 1, 0.999145, 0.998975, 0.638296, 1, 0.817804, 0.337819, 1, 0.999989, 0.999962, 1, 0.99998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2020, 0.233415, 0.941068, 0.395289, 0.999988, 0.999983, 1, 0.999177, 0.998977, 0.638434, 1, 0.817857, 0.395307, 1, 0.999994, 0.999962, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2021, 0.271588, 0.951073, 0.455535, 0.99999, 0.99998, 1, 0.999206, 0.998979, 0.638571, 1, 0.81791, 0.455559, 1, 0.999991, 0.999958, 1, 0.99998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2022, 0.311313, 0.961996, 0.513153, 0.999992, 0.999983, 1, 0.999232, 0.998981, 0.638709, 1, 0.817963, 0.513181, 1, 0.999985, 0.999962, 1, 0.999983, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2023, 0.349207, 0.964774, 0.572271, 0.999994, 0.999989, 1, 0.999257, 0.998983, 0.638847, 1, 0.818015, 0.5723, 1, 0.999986, 0.999964, 1, 0.999989, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2024, 0.385276, 0.96625, 0.628178, 0.999994, 0.99999, 1, 0.999282, 0.998985, 0.638985, 1, 0.818068, 0.628214, 1, 0.999987, 0.999957, 1, 0.99999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2025, 0.4256, 0.97497, 0.685129, 0.999994, 0.999987, 1, 0.999305, 0.998987, 0.639123, 1, 0.818121, 0.685177, 1, 0.999988, 0.999942, 1, 0.999987, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2026, 0.463322, 0.982216, 0.739828, 0.999992, 0.999988, 1, 0.999328, 0.998989, 0.63926, 1, 0.818174, 0.739892, 1, 0.99999, 0.999924, 1, 0.999988, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2027, 0.481113, 0.965749, 0.783017, 0.999975, 0.999992, 1, 0.99935, 0.998991, 0.639398, 1, 0.818226, 0.783103, 1, 0.999991, 0.9999, 1, 0.999992, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2028, 0.494232, 0.943201, 0.823997, 0.999813, 0.999994, 1, 0.999372, 0.998993, 0.639535, 1, 0.818279, 0.82411, 1, 0.999992, 0.999871, 1, 0.999994, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2029, 0.516018, 0.942269, 0.859579, 0.999515, 0.999992, 1, 0.999394, 0.998995, 0.639671, 1, 0.818332, 0.859726, 1, 0.999989, 0.99984, 1, 0.999992, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2030, 0.545018, 0.96155, 0.888211, 0.999286, 0.999993, 1, 0.999414, 0.998997, 0.639807, 1, 0.818385, 0.888379, 1, 0.999989, 0.99982, 1, 0.999993, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2031, 0.562098, 0.977101, 0.90091, 0.999375, 0.999995, 1, 0.999434, 0.998999, 0.639942, 1, 0.818438, 0.901086, 1, 0.999992, 0.999811, 1, 0.999995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2032, 0.566136, 0.975862, 0.9079, 0.999624, 0.999995, 1, 0.999454, 0.999001, 0.640077, 1, 0.81849, 0.908076, 1, 0.999995, 0.99981, 1, 0.999995, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2033, 0.566291, 0.971144, 0.912037, 0.999781, 0.999994, 1, 0.999472, 0.999003, 0.640212, 1, 0.818543, 0.912197, 1, 0.999995, 0.999831, 1, 0.999994, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2034, 0.570456, 0.976397, 0.913593, 0.999808, 0.999994, 1, 0.999489, 0.999005, 0.640347, 1, 0.818596, 0.913722, 1, 0.999992, 0.999866, 1, 0.999994, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2035, 0.577558, 0.988154, 0.913971, 0.999791, 0.999996, 1, 0.999506, 0.999007, 0.640483, 1, 0.818649, 0.914062, 1, 0.999991, 0.999909, 1, 0.999996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2036, 0.582562, 0.996859, 0.913811, 0.999761, 0.999997, 1, 0.999523, 0.999009, 0.640618, 1, 0.818702, 0.913878, 1, 0.999993, 0.999935, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2037, 0.579632, 0.992679, 0.912838, 0.999672, 0.999996, 1, 0.999538, 0.999011, 0.640753, 1, 0.818755, 0.912906, 1, 0.999995, 0.99993, 1, 0.999996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2038, 0.572757, 0.983361, 0.910233, 0.999545, 0.999996, 1, 0.999552, 0.999013, 0.640889, 1, 0.818807, 0.910322, 1, 0.999996, 0.999905, 1, 0.999996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2039, 0.560939, 0.970899, 0.902294, 0.99948, 0.999997, 1, 0.999565, 0.999015, 0.641024, 1, 0.81886, 0.902409, 1, 0.999996, 0.999877, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2040, 0.546123, 0.962509, 0.8859, 0.999542, 0.999997, 1, 0.999578, 0.999017, 0.641159, 1, 0.818913, 0.886029, 1, 0.999996, 0.999857, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2041, 0.544519, 0.972275, 0.874564, 0.99966, 0.999997, 1, 0.99959, 0.999019, 0.641295, 1, 0.818966, 0.874694, 1, 0.999996, 0.999855, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2042, 0.546163, 0.981045, 0.869525, 0.999731, 0.999997, 1, 0.9996, 0.99902, 0.64143, 1, 0.819019, 0.86965, 1, 0.999997, 0.999859, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2043, 0.550666, 0.980723, 0.877083, 0.999747, 0.999997, 1, 0.99961, 0.999023, 0.641565, 1, 0.819072, 0.877207, 1, 0.999997, 0.999862, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2044, 0.551114, 0.974173, 0.883523, 0.999747, 0.999997, 1, 0.99962, 0.999024, 0.6417, 1, 0.819125, 0.883644, 1, 0.999996, 0.999868, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2045, 0.557172, 0.979912, 0.88756, 0.999756, 0.999997, 1, 0.999628, 0.999026, 0.641836, 1, 0.819178, 0.887663, 1, 0.999996, 0.999888, 1, 0.999997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2046, 0.55159, 0.990849, 0.868801, 0.999768, 0.999998, 1, 0.999635, 0.999028, 0.641971, 1, 0.81923, 0.868883, 1, 0.999995, 0.999911, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2047, 0.521703, 0.997652, 0.815755, 0.99978, 0.999998, 1, 0.999641, 0.99903, 0.642106, 1, 0.819283, 0.815818, 1, 0.999993, 0.999931, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2048, 0.475099, 0.9981, 0.742164, 0.999796, 0.999998, 1, 0.999646, 0.999032, 0.642241, 1, 0.819336, 0.742211, 1, 0.999993, 0.999946, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2049, 0.429858, 0.993369, 0.673998, 0.999812, 0.999998, 1, 0.999652, 0.999034, 0.642376, 1, 0.819389, 0.674029, 1, 0.999996, 0.999959, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2050, 0.393257, 0.988086, 0.619537, 0.999829, 0.999998, 1, 0.999656, 0.999036, 0.642511, 1, 0.819442, 0.619557, 1, 0.999998, 0.99997, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2051, 0.364521, 0.987177, 0.57493, 0.999845, 0.999998, 1, 0.99966, 0.999038, 0.642646, 1, 0.819495, 0.574944, 1, 0.999998, 0.999978, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2052, 0.333357, 0.988262, 0.525394, 0.999862, 0.999998, 1, 0.999664, 0.99904, 0.642779, 1, 0.819547, 0.525405, 1, 0.999995, 0.999985, 1, 0.999998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2053, 0.315715, 0.988669, 0.497216, 0.999879, 0.999999, 1, 0.999668, 0.999041, 0.642912, 1, 0.8196, 0.497224, 1, 0.999994, 0.99999, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2054, 0.291848, 0.987067, 0.460348, 0.999894, 0.999999, 1, 0.999671, 0.999043, 0.643045, 1, 0.819652, 0.460353, 1, 0.999995, 0.999994, 1, 0.999999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
